Bank-leitzahl,Bezeichnung,Ort,BIC
74369088,Raiffeisenbank Geiselhöring-Pfaffenberg,Geiselhöring,GENODEF1GPF
74369130,Raiffeisenbank Parkstetten,Parkstetten,GENODEF1PST
74369146,Raiffeisenbank Rattiszell-Konzell,Rattiszell,GENODEF1RZK
74369656,Raiffeisenbank Essenbach,Essenbach- Niederbay,GENODEF1ENA
74369662,Raiffeisenbank Buch-Eching,Eching- Niederbay,GENODEF1EBV
74369704,Raiffeisenbank Mengkofen-Loiching,Mengkofen,GENODEF1MKO
74369709,Raiffeisenbank Wildenberg -alt-,Wildenberg- Hallertau,GENODEF1WIG
74380007,Commerzbank vormals Dresdner Bank,Landshut- Isar,DRESDEFF743
74390000,VR-Bank Landshut,Landshut- Isar,GENODEF1LH1
74391300,Volksbank-Raiffeisenbank Dingolfing,Dingolfing,GENODEF1DGF
74391400,Rottaler Volksbank-Raiffeisenbank Eggenfelden,Eggenfelden,GENODEF1EGR
74392300,VR-Bank Vilsbiburg,Vilsbiburg,GENODEF1VBV
75000000,Bundesbank,Regensburg,MARKDEF1750
75010111,SEB,Regensburg,ESSEDE5F750
75020073,UniCredit Bank - HypoVereinsbank,Regensburg,HYVEDEMM447
75021174,UniCredit Bank - HypoVereinsbank,Schwandorf- Bay,HYVEDEMM804
75040062,Commerzbank Regensburg,Regensburg,COBADEFFXXX
75050000,Sparkasse Regensburg,Regensburg,BYLADEM1RBG
75051040,Sparkasse im Landkreis Schwandorf,Schwandorf- Bay,BYLADEM1SAD
75051565,Kreissparkasse Kelheim,Kelheim,BYLADEM1KEH
75060150,Raiffeisenbank Regensburg-Wenzenbach,Regensburg,GENODEF1R02
75061168,Raiffeisenbank Schwandorf-Nittenau,Schwandorf- Bay,GENODEF1SWN
75061851,Raiffeisenbank Regenstauf,Regenstauf,GENODEF1REF
75062026,Raiffeisenbank Oberpfalz Süd,Donaustauf,GENODEF1DST
75069014,Raiffeisenbank Bad Abbach-Saal,Bad Abbach,GENODEF1ABS
75069015,Raiffeisenbank Bad Gögging,Neustadt a.d.Donau,GENODEF1NGG
75069020,Raiffeisenbank Bruck,Bruck i.d.OPf.,GENODEF1BUK
75069038,Raiffeisenbank Falkenstein-Wörth,Falkenstein- Oberpf,GENODEF1FKS
75069050,Raiffeisenbank Grafenwöhr-Kirchenthumbach,Grafenwöhr,GENODEF1GRW
75069055,Raiffeisenbank Alteglofsheim-Hagelstadt,Hagelstadt,GENODEF1HGA
75069061,Raiffeisenbank Hemau-Kallmünz,Hemau,GENODEF1HEM
75069062,Raiffeisenbank Herrnwahlthann-Teugn-Dünzling -alt-,Hausen- Niederbay,GENODEF1HTD
75069078,Raiffeisenbank,Sinzing- Oberpf,GENODEF1SZV
75069081,Raiffeisenbank Bad Kötzting,Bad Kötzting,GENODEF1KTZ
75069094,Raiffeisenbank Parsberg-Velburg,Parsberg- Oberpf,GENODEF1PAR
75069110,Raiffeisenbank Eschlkam-Lam-Lohberg-Neukirchen b Hl Blut,Neukirchen b.Hl.Blut,GENODEF1NKN
75069171,Raiffeisenbank im Naabtal,Nabburg,GENODEF1SWD
75070013,Deutsche Bank,Regensburg,DEUTDEMM750
75070024,Deutsche Bank Privat und Geschäftskunden,Regensburg,DEUTDEDB750
75080003,Commerzbank vormals Dresdner Bank,Regensburg,DRESDEFF750
75090000,Volksbank Regensburg,Regensburg,GENODEF1R01
75090300,LIGA Bank,Regensburg,GENODEF1M05
75090500,Sparda-Bank Ostbayern,Regensburg,GENODEF1S05
75090629,apoBank,Regensburg,DAAEDED1029
75090900,PSD Bank Niederbayern-Oberpfalz,Regensburg,GENODEF1P18
75091400,VR Bank Burglengenfeld,Burglengenfeld,GENODEF1BLF
75220070,UniCredit Bank - HypoVereinsbank,Amberg- Oberpf,HYVEDEMM405
75240000,Commerzbank,Amberg- Oberpf,COBADEFFXXX
75250000,Sparkasse Amberg-Sulzbach,Amberg- Oberpf,BYLADEM1ABG
75261700,Raiffeisenbank Sulzbach-Rosenberg,Sulzbach-Rosenberg,GENODEF1SZH
75290000,Volksbank-Raiffeisenbank Amberg,Amberg- Oberpf,GENODEF1AMV
75320075,UniCredit Bank - HypoVereinsbank,Weiden i.d.OPf.,HYVEDEMM454
75340090,Commerzbank,Weiden i.d.OPf.,COBADEFFXXX
75350000,Sparkasse Oberpfalz Nord,Weiden i.d.OPf.,BYLADEM1WEN
75351960,Vereinigte Sparkassen Eschenbach i d Opf,Neustadt a.d.Waldnaab,BYLADEM1ESB
75360011,Raiffeisenbank Weiden,Weiden i.d.OPf.,GENODEF1WEO
75362039,Raiffeisenbank,Floß,GENODEF1FLS
75363189,Raiffeisenbank Neustadt-Vohenstrauß,Vohenstrauß,GENODEF1NEW
75390000,Volksbank Nordoberpfalz,Weiden i.d.OPf.,GENODEF1WEV
76000000,Bundesbank,Nürnberg- Mittelfr,MARKDEF1760
76010085,Postbank,Nürnberg- Mittelfr,PBNKDEFFXXX
76010111,SEB,Nürnberg- Mittelfr,ESSEDE5F760
76020070,UniCredit Bank - HypoVereinsbank,Nürnberg- Mittelfr,HYVEDEMM460
76020099,UniCredit Bank - HypoVereinsbank Prepaid Card,Nürnberg- Mittelfr,HYVEDEMMCAR
76026000,norisbank,Berlin,NORSDE71XXX
76030080,BNP Paribas Niederlassung Deutschland,Nürnberg- Mittelfr,CSDBDE71XXX
76030600,Isbank Fil Nürnberg,Nürnberg- Mittelfr,ISBKDEFXNUR
76030800,BIW Bank für Investments und Wertpapiere,Willich,BIWBDE33760
76032000,TeamBank Nürnberg,Nürnberg- Mittelfr,TEAMDE71XXX
76032001,TeamBank Nürnberg GF Austria,Nürnberg- Mittelfr,TEAMDE71TAT
76035000,UmweltBank,Nürnberg- Mittelfr,UMWEDE7NXXX
76040060,Commerzbank CC,Nürnberg- Mittelfr,COBADEFFXXX
76040061,Commerzbank,Nürnberg- Mittelfr,COBADEFFXXX
76040062,Commerzbank CC,Nürnberg- Mittelfr,COBADEFFXXX
76040065,Commerzbank, Filiale Nürnberg 2,Nürnberg,COBADEFFXXX
76050000,Bayerische Landesbank,Nürnberg- Mittelfr,BYLADEMMXXX
76050101,Sparkasse Nürnberg,Nürnberg- Mittelfr,SSKNDE77XXX
76052080,Sparkasse Neumarkt i d OPf-Parsberg,Neumarkt i.d.OPf.,BYLADEM1NMA
76060000,DZ BANK,Nürnberg- Mittelfr,GENODEFF760
76060618,Volksbank Raiffeisenbank,Nürnberg- Mittelfr,GENODEF1N02
76061025,Raiffeisen Spar+Kreditbank Lauf a d Pegnitz,Lauf a.d.Pegnitz,GENODEF1LAU
76061482,Raiffeisenbank Hersbruck,Hersbruck,GENODEF1HSB
76069369,Raiffeisenbank Auerbach-Freihung,Auerbach i.d.OPf.,GENODEF1AUO
76069372,Raiffeisenbank Bad Windsheim,Bad Windsheim,GENODEF1WDS
76069378,Raiffeisenbank,Bechhofen a d Heide,GENODEF1BEH
76069404,Raiffeisenbank Uehlfeld-Dachsbach,Dachsbach,GENODEF1DSB
76069409,Raiffeisenbank Dietenhofen -alt-,Dietenhofen,GENODEF1DIH
76069410,Raiffeisenbank Dietersheim und Umgebung,Dietersheim- Mittelfr,GENODEF1DIM
76069440,Raiffeisenbank Altdorf-Feucht,Feucht,GENODEF1FEC
76069441,VR-Bank Feuchtwangen-Limes,Feuchtwangen,GENODEF1FEW
76069448,Raiffeisenbank -alt-,Freudenberg- Oberpf,GENODEF1FRD
76069449,Raiffeisenbank Berching-Freystadt-Mühlhausen,Berching,GENODEF1FYS
76069462,Raiffeisenbank Greding - Thalmässing,Greding,GENODEF1GDG
76069468,Raiffeisenbank Weißenburg-Gunzenhausen,Weißenburg i.Bay.,GENODEF1GU1
76069486,Raiffeisenbank Hirschau,Hirschau- Oberpf,GENODEF1HSC
76069512,Raiffeisenbank Knoblauchsland Nürnberg-Buch,Nürnberg- Mittelfr,GENODEF1N08
76069549,Raiffeisenbank Münchaurach -alt-,Aurachtal,GENODEF1AUT
76069552,Raiffeisenbank -alt-,Neuhof a.d.Zenn,GENODEF1NHF
76069553,Raiffeisenbank Neumarkt,Neumarkt i.d.OPf.,GENODEF1NM1
76069559,VR-Bank Uffenheim-Neustadt,Neustadt a.d.Aisch,GENODEF1NEA
76069564,Raiffeisenbank Oberferrieden-Burgthann,Burgthann,GENODEF1BTO
76069576,Raiffeisenbank Plankstetten,Berching,GENODEF1BPL
76069598,Raiffeisenbank Großhabersdorf-Roßtal,Roßtal,GENODEF1RSS
76069601,VR-Bank Rothenburg -alt-,Rothenburg ob der Tauber,GENODEF1RT2
76069602,Raiffeisenbank Seebachgrund,Heßdorf- Mittelfr,GENODEF1HSE
76069611,Raiffeisenbank Unteres Vilstal,Schmidmühlen,GENODEF1SDM
76069635,Raiffeisenbank Ursensollen-Ammerthal-Hohenburg -alt-,Ursensollen,GENODEF1URS
76069663,Raiffeisenbank Heilsbronn-Windsbach,Windsbach,GENODEF1WBA
76069669,Raiffeisenbank,Zirndorf- Mittelfr,GENODEF1ZIR
76070012,Deutsche Bank,Nürnberg- Mittelfr,DEUTDEMM760
76070024,Deutsche Bank Privat und Geschäftskunden,Nürnberg- Mittelfr,DEUTDEDB760
76080040,Commerzbank vormals Dresdner Bank,Nürnberg- Mittelfr,DRESDEFF760
76080053,Commerzbank vormals Dresdner Bank Zw 53,Hof- Saale,DRESDEFFAGI
76080055,Commerzbank vormals Dresdner Bank Zw 55,Hof- Saale,DRESDEFFI25
76080085,Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1,Nürnberg- Mittelfr,DRESDEFFJ26
76080086,Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 2,Nürnberg- Mittelfr,DRESDEFFJ27
76089480,Commerzbank vormals Dresdner Bank ITGK,Nürnberg- Mittelfr,DRESDEFFI24
76089482,Commerzbank vormals Dresdner Bank ITGK,Nürnberg- Mittelfr,DRESDEFFI46
76090400,Evenord-Bank,Nürnberg- Mittelfr,GENODEF1N03
76090500,Sparda-Bank Nürnberg,Nürnberg- Mittelfr,GENODEF1S06
76090613,apoBank,Nürnberg- Mittelfr,DAAEDED1013
76090900,PSD Bank,Nürnberg- Mittelfr,GENODEF1P17
76211900,CVW - Privatbank,Wilhermsdorf,GENODEF1WHD
76220073,UniCredit Bank - HypoVereinsbank,Fürth- Bay,HYVEDEMM419
76230000,BSQ Bauspar,Nürnberg- Mittelfr,QUBADE71XXX
76240011,Commerzbank Fürth Bayern,Fürth- Bay,COBADEFFXXX
76250000,Sparkasse Fürth,Fürth- Bay,BYLADEM1SFU
76251020,Sparkasse i Landkreis Neustadt a d Aisch,Neustadt a.d.Aisch,BYLADEM1NEA
76260451,Raiffeisen-Volksbank Fürth,Fürth- Bay,GENODEF1FUE
76320072,UniCredit Bank - HypoVereinsbank,Erlangen,HYVEDEMM417
76330111,Bankhaus Max Flessa,Erlangen,FLESDEMMXXX
76340061,Commerzbank Erlangen,Erlangen,COBADEFFXXX
76350000,Stadt- und Kreissparkasse Erlangen,Erlangen,BYLADEM1ERH
76351040,Sparkasse Forchheim,Forchheim- Oberfr,BYLADEM1FOR
76351560,Kreissparkasse Höchstadt,Höchstadt a.d.Aisch,BYLADEM1HOS
76360033,VR-Bank Erlangen-Höchstadt-Herzogenaurach,Erlangen,GENODEF1ER1
76391000,Volksbank Forchheim,Forchheim- Oberfr,GENODEF1FOH
76420080,UniCredit Bank - HypoVereinsbank,Schwabach,HYVEDEMM065
76450000,Sparkasse Mittelfranken-Süd,Roth- Mittelfr,BYLADEM1SRS
76460015,Raiffeisenbank Roth-Schwabach,Roth- Mittelfr,GENODEF1SWR
76461485,Raiffeisenbank am Rothsee,Hilpoltstein- Mittelfr,GENODEF1HPN
76520071,UniCredit Bank - HypoVereinsbank,Ansbach- Mittelfr,HYVEDEMM406
76550000,Vereinigte Sparkassen Ansbach,Ansbach- Mittelfr,BYLADEM1ANS
76551020,Kreis- und Stadtsparkasse Dinkelsbühl,Dinkelsbühl,BYLADEM1DKB
76551540,Vereinigte Sparkassen Gunzenhausen,Gunzenhausen am Altmühlsee,BYLADEM1GUN
76551860,Stadt- und Kreissparkasse Rothenburg,Rothenburg ob der Tauber,BYLADEM1ROT
76560060,VR-Bank Mittelfranken West,Ansbach,GENODEF1ANS
76561979,Raiffeisenbank -alt-,Uffenheim,GENODEF1UFF
76591000,VR Bank Dinkelsbühl,Dinkelsbühl,GENODEF1DKV
77020070,UniCredit Bank - HypoVereinsbank,Bamberg,HYVEDEMM411
77030111,Bankhaus Max Flessa,Bamberg,FLESDEMMXXX
77040080,Commerzbank Bamberg,Bamberg,COBADEFFXXX
77050000,Sparkasse Bamberg,Bamberg,BYLADEM1SKB
77060100,VR Bank Bamberg Raiffeisen-Volksbank,Bamberg,GENODEF1BA2
77061004,Raiffeisenbank Obermain Nord,Altenkunstadt,GENODEF1ALK
77061425,Raiffeisen-Volksbank,Ebern,GENODEF1EBR
77062014,Raiffeisenbank Burgebrach-Stegaurach,Burgebrach,GENODEF1BGB
77062139,Raiffeisen-Volksbank Bad Staffelstein,Bad Staffelstein,GENODEF1SFF
77065141,Raiffeisenbank Stegaurach -alt-,Stegaurach,GENODEF1STC
77069042,Raiffeisenbank Gößweinstein -alt-,Gößweinstein,GENODEF1GWE
77069044,Raiffeisenbank Küps-Mitwitz-Stockheim,Küps,GENODEF1KC2
77069051,Raiffeisenbank,Heiligenstadt i.OFr.,GENODEF1HIS
77069052,Raiffeisenbank,Heroldsbach,GENODEF1HOB
77069091,Raiffeisenbank Ebrachgrund,Mühlhausen- Mittelfr,GENODEF1SFD
77069110,Raiffeisenbank Pretzfeld -alt-,Pretzfeld,GENODEF1PRE
77069461,Vereinigte Raiffeisenbanken,Gräfenberg- Oberfr,GENODEF1GBF
77069556,VR-Bank Erlangen-Höchstadt-Herzogenaurach,Neunkirchen a. Brand,GENODEF1NNK
77069739,Raiffeisenbank Thurnauer Land,Thurnau,GENODEF1THA
77069746,Raiffeisenbank,Emtmannsberg,GENODEF1ETB
77069764,Raiffeisenbank Kemnather Land - Steinwald,Kemnath,GENODEF1KEM
77069782,Raiffeisenbank am Kulm,Speichersdorf,GENODEF1SPK
77069836,Raiffeisenbank Berg-Bad Steben,Berg- Oberfr,GENODEF1BGO
77069868,Raiffeisenbank Oberland,Marktleugast,GENODEF1MGA
77069870,Raiffeisenbank Hochfranken West,Stammbach,GENODEF1SZF
77069906,Raiffeisenbank Wüstenselbitz,Helmbrechts- Oberfr,GENODEF1WSZ
77069908,Raiffeisenbank Sparneck-Stammbach-Zell -alt-,Stammbach,GENODEF1ZSP
77091800,Raiffeisen-Volksbank Lichtenfels-Itzgrund,Lichtenfels- Bay,GENODEF1LIF
77120073,UniCredit Bank - HypoVereinsbank,Kulmbach,HYVEDEMM289
77140061,Commerzbank,Kulmbach,COBADEFFXXX
77150000,Sparkasse Kulmbach-Kronach,Kulmbach,BYLADEM1KUB
77190000,Kulmbacher Bank,Kulmbach,GENODEF1KU1
77300000,Bundesbank eh Bayreuth,München,MARKDEF1773
77320072,UniCredit Bank - HypoVereinsbank,Bayreuth,HYVEDEMM412
77322200,Fondsdepot Bank,Hof- Saale,FODBDE77XXX
77340076,Commerzbank,Bayreuth,COBADEFFXXX
77350110,Sparkasse Bayreuth,Bayreuth,BYLADEM1SBT
77361600,Raiffeisen-Volksbank Kronach-Ludwigsstadt,Kronach- Oberfr,GENODEF1KC1
77363749,Raiffeisenbank,Gefrees,GENODEF1GFS
77365792,Raiffeisenbank Hollfeld-Waischenfeld-Aufseß,Hollfeld,GENODEF1HWA
77390000,Volksbank-Raiffeisenbank Bayreuth,Bayreuth,GENODEF1BT1
77390628,apoBank,Bayreuth,DAAEDED1028
78020070,UniCredit Bank - HypoVereinsbank,Hof- Saale,HYVEDEMM424
78040081,Commerzbank Hof Saale,Hof- Saale,COBADEFFXXX
78050000,Sparkasse Hochfranken,Hof- Saale,BYLADEM1HOF
78055050,Sparkasse Hochfranken -alt-,Selb,BYLADEM1FIG
78060896,VR Bank Hof,Hof- Saale,GENODEF1HO1
78140000,Commerzbank,Tirschenreuth,COBADEFFXXX
78160069,VR-Bank Fichtelgebirge,Marktredwitz,GENODEF1MAK
78161575,Raiffeisenbank im Stiftland,Waldsassen,GENODEF1WSS
78320076,UniCredit Bank - HypoVereinsbank,Coburg,HYVEDEMM480
78330111,Bankhaus Max Flessa,Coburg,FLESDEMMXXX
78340091,Commerzbank,Coburg,COBADEFFXXX
78350000,Sparkasse Coburg-Lichtenfels,Coburg,BYLADEM1COB
78360000,VR-Bank Coburg,Coburg,GENODEF1COS
79000000,Bundesbank,Würzburg,MARKDEF1790
79010111,SEB,Würzburg,ESSEDE5F790
79020076,UniCredit Bank - HypoVereinsbank,Würzburg,HYVEDEMM455
79030001,Fürstlich Castellsche Bank Credit-Casse,Würzburg,FUCEDE77XXX
79032038,Bank Schilling & Co,Hammelburg,BSHADE71XXX
79040047,Commerzbank Würzburg,Würzburg,COBADEFFXXX
79050000,Sparkasse Mainfranken Würzburg,Würzburg,BYLADEM1SWU
79061000,Raiffeisenbank-alt-,Ochsenfurt- Unterfr,GENODEF1OCH
79062106,Raiffeisenbank,Hammelburg,GENODEF1HAB
79063060,Raiffeisenbank Estenfeld-Bergtheim,Estenfeld,GENODEF1EFD
79063122,Raiffeisenbank Höchberg,Höchberg,GENODEF1HBG
79065028,VR-Bank Bad Kissingen-Bad Brückenau,Bad Kissingen,GENODEF1BRK
79066082,Raiffeisenbank,Altertheim,GENODEF1AHE
79069001,Raiffeisenbank Volkach-Wiesentheid,Wiesentheid,GENODEF1WED
79069010,VR-Bank Schweinfurt,Schweinfurt,GENODEF1ATE
79069031,Raiffeisenbank Bütthard-Gaukönigshofen,Bütthard,GENODEF1BHD
79069090,Raiffeisenbank Ulsenheim-Gollhofen -alt-,Gollhofen,GENODEF1GOU
79069145,Raiffeisenbank Kreuzwertheim-Hasloch -alt-,Kreuzwertheim,GENODEF1KRW
79069150,Raiffeisenbank Main-Spessart,Lohr a. Main,GENODEF1GEM
79069165,Genobank Rhön-Grabfeld,Mellrichstadt,GENODEF1MLV
79069181,Raiffeisenbank,Nüdlingen,GENODEF1NDL
79069188,Raiffeisenbank im Grabfeld,Sulzdorf a.d.Lederhecke,GENODEF1SLZ
79069213,Raiffeisenbank Maßbach,Rannungen,GENODEF1RNM
79069271,Raiffeisenbank -alt-,Thüngersheim,GENODEF1THH
79070016,Deutsche Bank,Würzburg,DEUTDEMM790
79070024,Deutsche Bank Privat und Geschäftskunden,Würzburg,DEUTDEDB790
79080052,Commerzbank vormals Dresdner Bank,Würzburg,DRESDEFF790
79080085,Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1,Würzburg,DRESDEFFJ28
79090000,Volksbank Raiffeisenbank,Würzburg,GENODEF1WU1
79090624,apoBank,Würzburg,DAAEDED1024
79161058,Raiffeisenbank Fränkisches Weinland,Nordheim a. Main,GENODEF1ERN
79161499,Raiffeisenbank Kitzinger Land,Obernbreit,GENODEF1OBR
79190000,VR Bank Kitzingen,Kitzingen,GENODEF1KT1
79320075,UniCredit Bank - HypoVereinsbank,Schweinfurt,HYVEDEMM451
79330111,Bankhaus Max Flessa,Schweinfurt,FLESDEMMXXX
79340054,Commerzbank Schweinfurt,Schweinfurt,COBADEFFXXX
79350000,Städtische Sparkasse Schweinfurt -alt-,Schweinfurt,BYLADEM1SSW
79350101,Sparkasse Schweinfurt,Schweinfurt,BYLADEM1KSW
79351010,Sparkasse Bad Kissingen,Bad Kissingen,BYLADEM1KIS
79351730,Sparkasse Ostunterfranken,Haßfurt,BYLADEM1HAS
79353090,Sparkasse Bad Neustadt a d Saale,Bad Neustadt a.d.Saale,BYLADEM1NES
79362081,VR-Bank Gerolzhofen,Gerolzhofen,GENODEF1GZH
79363016,Volksbank Raiffeisenbank Rhön-Grabfeld,Bad Neustadt a.d.Saale,GENODEF1NDT
79363151,Raiffeisen-Volksbank Haßberge,Haßfurt,GENODEF1HAS
79364069,Raiffeisenbank Frankenwinheim und Umgebung,Frankenwinheim,GENODEF1FWH
79364406,VR-Bank Schweinfurt Land -alt-,Sennfeld- Unterfr,GENODEF1BGF
79380051,Commerzbank vormals Dresdner Bank,Schweinfurt,DRESDEFF793
79510111,SEB,Aschaffenburg,ESSEDE5F795
79520070,UniCredit Bank - HypoVereinsbank,Aschaffenburg,HYVEDEMM407
79540049,Commerzbank,Aschaffenburg,COBADEFFXXX
79550000,Sparkasse Aschaffenburg Alzenau,Aschaffenburg,BYLADEM1ASA
79561348,Raiffeisenbank Bachgau -alt-,Großostheim,GENODEF1BAG
79562514,Raiffeisenbank Aschaffenburg,Aschaffenburg,GENODEF1AB1
79565568,Raiffeisenbank Waldaschaff-Heigenbrücken,Waldaschaff,GENODEF1WAA
79566545,Raiffeisenbank Heimbuchenthal -alt-,Heimbuchenthal,GENODEF1HTH
79567531,VR-Bank,Alzenau i.UFr.,GENODEF1ALZ
79568518,Raiffeisenbank Haibach-Obernau,Haibach- Unterfr,GENODEF1HAC
79570024,Deutsche Bank Privat und Geschäftskunden,Aschaffenburg,DEUTDEDB795
79570051,Deutsche Bank,Aschaffenburg,DEUTDEFF795
79580099,Commerzbank vormals Dresdner Bank,Aschaffenburg,DRESDEFF795
79589402,Commerzbank vormals Dresdner Bank ITGK,Aschaffenburg,DRESDEFFI47
79590000,Volksbank Aschaffenburg,Aschaffenburg,GENODEF1AB2
79650000,Sparkasse Miltenberg-Obernburg,Miltenberg,BYLADEM1MIL
79662558,Raiffeisenbank -alt-,Schöllkrippen,GENODEF1SKP
79665540,Raiffeisenbank Elsavatal,Eschau- Unterfr,GENODEF1EAU
79666548,Raiffeisenbank Großostheim-Obernburg,Obernburg a. Main,GENODEF1OBE
79668509,Raiffeisenbank Eichenbühl und Umgebung,Eichenbühl- Unterfr,GENODEF1ENB
79690000,Raiffeisen-Volksbank Miltenberg,Miltenberg,GENODEF1MIL
80020086,UniCredit Bank - HypoVereinsbank,Halle (Saale),HYVEDEMM440
80020087,UniCredit Bank - HypoVereinsbank,Dessau-Roßlau,HYVEDEMM462
80040000,Commerzbank,Halle (Saale),COBADEFFXXX
80050500,Kreissparkasse Merseburg-Querfurt -alt-,Merseburg,NOLADE21MQU
80053000,Sparkasse Burgenlandkreis,Zeitz- Elster,NOLADE21BLK
80053572,Stadtsparkasse Dessau,Dessau-Roßlau,NOLADE21DES
80053622,Kreissparkasse Köthen -alt-,Köthen (Anhalt),NOLADE21KOT
80053722,Kreissparkasse Anhalt-Bitterfeld,Bitterfeld-Wolfen,NOLADE21BTF
80053762,Saalesparkasse,Halle (Saale),NOLADE21HAL
80054000,Kreissparkasse Weißenfels -alt-,Weißenfels- Saale,NOLADE21WSF
80055008,Sparkasse Mansfeld-Südharz,Lutherstadt Eisleben,NOLADE21EIL
80055500,Salzlandsparkasse,Staßfurt,NOLADE21SES
80062608,Volksbank Elsterland,Jessen (Elster),GENODEF1JE1
80063508,Harzer Volksbank,Wernigerode,GENODEF1QLB
80063558,Volksbank,Sangerhausen,GENODEF1SGH
80063598,Volksbank Wittenberg,Lutherstadt Wittenberg,GENODEF1WB1
80063628,Volksbank,Köthen (Anhalt),GENODEF1KOE
80063648,Volks- und Raiffeisenbank Saale-Unstrut,Merseburg,GENODEF1NMB
80063678,VR-Bank Zeitz,Zeitz- Elster,GENODEF1ZTZ
80063718,Volks- und Raiffeisenbank Eisleben,Lutherstadt Eisleben,GENODEF1EIL
80080000,Commerzbank vormals Dresdner Bank,Halle (Saale),DRESDEFF800
80093574,Volksbank Dessau-Anhalt,Dessau-Roßlau,GENODEF1DS1
80093784,Volksbank Halle, Saale,Halle (Saale),GENODEF1HAL
80550101,Sparkasse Wittenberg,Lutherstadt Wittenberg,NOLADE21WBL
80550200,Kreissparkasse Anhalt-Zerbst -alt-,Zerbst /Anhalt,NOLADE21ZER
81000000,Bundesbank,Magdeburg,MARKDEF1810
81010111,SEB,Magdeburg,ESSEDE5F810
81020500,Bank für Sozialwirtschaft,Magdeburg,BFSWDE33MAG
81040000,Commerzbank,Magdeburg,COBADEFFXXX
81050555,Kreissparkasse Stendal,Stendal,NOLADE21SDL
81052000,Harzsparkasse,Wernigerode,NOLADE21HRZ
81053272,Stadtsparkasse Magdeburg,Magdeburg,NOLADE21MDG
81054000,Sparkasse Jerichower Land,Burg b Magdeburg,NOLADE21JEL
81055000,Kreissparkasse Börde,Oschersleben (Bode),NOLADE21HDL
81055555,Sparkasse Altmark West,Salzwedel- Hansestadt,NOLADE21SAW
81063028,Raiffeisenbank Kalbe-Bismark,Kalbe (Milde),GENODEF1KAB
81063238,Volksbank Jerichower Land,Burg b Magdeburg,GENODEF1BRG
81068106,Bank für Kirche und Diakonie - KD-Bank Gf Sonder-BLZ,Magdeburg,GENODED1KDM
81069052,Volksbank Börde-Bernburg,Wanzleben-Börde,GENODEF1WZL
81070000,Deutsche Bank,Magdeburg,DEUTDE8MXXX
81070024,Deutsche Bank Privat und Geschäftskunden,Magdeburg,DEUTDEDBMAG
81080000,Commerzbank vormals Dresdner Bank,Magdeburg,DRESDEFF810
81093034,Volksbank,Gardelegen,GENODEF1GA1
81093044,Volksbank Osterburg-Lüchow-Dannenberg -alt-,Osterburg (Altmark),GENODEF1OBG
81093054,Volksbank Stendal,Stendal,GENODEF1SDL
81093274,Volksbank Magdeburg,Magdeburg,GENODEF1MD1
82000000,Bundesbank,Erfurt,MARKDEF1820
82010111,SEB,Erfurt,ESSEDE5F820
82020086,UniCredit Bank - HypoVereinsbank,Erfurt,HYVEDEMM498
82020087,UniCredit Bank - HypoVereinsbank,Weimar- Thür,HYVEDEMM098
82020088,UniCredit Bank - HypoVereinsbank,Eisenach- Thür,HYVEDEMM824
82040000,Commerzbank,Erfurt,COBADEFFXXX
82040085,Commerzbank, Gf Web-K,Erfurt,COBADEFFXXX
82050000,Landesbank Hessen-Thür Girozentrale Erfurt,Erfurt,HELADEFF820
82051000,Sparkasse Mittelthüringen,Erfurt,HELADEF1WEM
82052020,Kreissparkasse Gotha,Gotha- Thür,HELADEF1GTH
82054052,Kreissparkasse Nordhausen,Nordhausen- Thür,HELADEF1NOR
82055000,Kyffhäusersparkasse,Sondershausen- Thür,HELADEF1KYF
82056060,Sparkasse Unstrut-Hainich,Mühlhausen /Thüringen,HELADEF1MUE
82057070,Kreissparkasse Eichsfeld,Worbis,HELADEF1EIC
82060197,Pax-Bank,Erfurt,GENODED1PA5
82064038,VR Bank Westthüringen,Mühlhausen /Thüringen,GENODEF1MU2
82064088,Volksbank und Raiffeisenbank,Eisenach- Thür,GENODEF1ESA
82064168,Raiffeisenbank Gotha,Gotha- Thür,GENODEF1GTH
82064188,VR Bank Weimar,Weimar- Thür,GENODEF1WE1
82064228,Erfurter Bank,Erfurt,ERFBDE8EXXX
82070000,Deutsche Bank,Erfurt,DEUTDE8EXXX
82070024,Deutsche Bank Privat und Geschäftskunden,Erfurt,DEUTDEDBERF
82080000,Commerzbank vormals Dresdner Bank,Weimar- Thür,DRESDEFF827
82094004,Volksbank Heiligenstadt,Heilbad Heiligenstadt,GENODEF1HIG
82094054,Nordthüringer Volksbank,Nordhausen- Thür,GENODEF1NDS
83020086,UniCredit Bank - HypoVereinsbank,Gera,HYVEDEMM468
83020087,UniCredit Bank - HypoVereinsbank,Jena,HYVEDEMM463
83020088,UniCredit Bank - HypoVereinsbank,Saalfeld /Saale,HYVEDEMM484
83040000,Commerzbank,Gera,COBADEFFXXX
83050000,Sparkasse Gera-Greiz,Gera,HELADEF1GER
83050200,Sparkasse Altenburger Land,Altenburg- Thür,HELADEF1ALT
83050303,Kreissparkasse Saalfeld-Rudolstadt,Saalfeld /Saale,HELADEF1SAR
